app,review,score,date
Tokopedia,"ribet, beli obat harus konsul dokter, padahal sebelumnya sudah ada fitur kirim resep, malah di bikin ribet.. mana fitur konsul dokternya juga error kyak t*i, katanya kuota pelayanan penuh, terus gimana kalau obatnya urgent dan konsul dokternya error, mikir lahh kocak",1,2026-04-08 08:47:34
Tokopedia,@.Manthul...toko online Tokopedia,4,2026-04-08 08:25:56
Tokopedia,versi terbarunya mana y,5,2026-04-08 07:46:54
Tokopedia,"sangat responsif, lengkap dan murah",5,2026-04-08 07:16:33
Tokopedia,"bagus tapi sayang tidak pernah ada promo,, karna saya sukanya sama promonya",5,2026-04-08 07:05:07
Tokopedia,"Harga barang disini mahal mahal. Biaya pengiriman tinggi. Sekali dapat gratis ongkir, barang saya di cancel oleh sistem. Tidak fair...",1,2026-04-08 06:14:22
Tokopedia,"bagus , cuma terlalu puyeng menu menunya, dan gak pernh ada gratis ongkir. kalah sama bli bli",1,2026-04-08 02:09:46
Tokopedia,aplikasi nya sangat Bagus sangat membantu,5,2026-04-07 22:03:46
Tokopedia,"bagus,tapi tolong di kolom pencarian tambahkan fitur pencarian menggunakan gambar/foto.Agar lebih gampang/mudah saat mencari barang yg kita mau",5,2026-04-07 22:02:00
Tokopedia,setelah integrasi.. dengan tiktok jadi semakn buruk... jual produk harga rp. 630.000.. dana yang diterima rp. 490.000... parahh sekali.....,1,2026-04-07 21:38:25
Tokopedia,respon lama,1,2026-04-07 18:58:24
Tokopedia,imantp,5,2026-04-07 18:54:10
Tokopedia,selalu aman blanja ditokped,5,2026-04-07 18:36:34
Tokopedia,Perbaiki pencarian di dalam toko,1,2026-04-07 18:20:45
Tokopedia,"GA BISA BELI OBAT, wey kenapa !!! Uda dapat resep dokter tetep ga bisa beli !!!",1,2026-04-07 18:04:30
Tokopedia,ok mantabs,5,2026-04-07 17:54:46
Tokopedia,Aplikasi Lawak. masa gak ada voucher gratis ongkirnya. wkwkwk wajar aja sepi. aplikasi pelit,1,2026-04-07 17:52:16
Tokopedia,aplikasinya sangat membantu banyak potongan harga nya dan disconan mudah -mudahan kuwalitas barang nya selalu bagus dan pengiriman barang nya selalu cepat,5,2026-04-07 17:38:35
Tokopedia,terimakasih sudah selalu update aplikasinya. tetapi fitur gratis ongkir saya kenapa jadi hilang.,3,2026-04-07 17:22:46
Tokopedia,"kenapa lagi nih aplikasi nggak bisa di tekan akun sama menu lainnya,🤦🏿",2,2026-04-07 17:07:27
Tokopedia,"minggu ini mulai sering error mulu sama lelet pas ditunggu gambar malah gak muncul, jadi saya turunin bintang nya",3,2026-04-07 16:52:00
Tokopedia,tokopedia payah pengalaman bayar 4x di indomrt selesaai bayar malah dibatalkan sistim sungguh sangat payah kl ngak bisa pake promo kenapa hbs bayar lgsg dibatalkan sistim seharusnya seblm bayar ada konfirmasi,5,2026-04-07 16:34:24
Tokopedia,masa saya pengguna baru gbisa dipke voucher nya !! aneh mengecewakan,1,2026-04-07 15:48:06
Tokopedia,memudahkan segala kebutuhan,5,2026-04-07 15:46:23
Tokopedia,Bagus its goods...!!,5,2026-04-07 14:43:23
Tokopedia,"mantapzz, Tingkatkan terusss",5,2026-04-07 14:41:04
Tokopedia,lebih mahal dari aplikasi sejenis,1,2026-04-07 14:02:16
Tokopedia,iklannya aja bebas ongkir tapi mau beli ongkirnya mahal,1,2026-04-07 13:48:52
Tokopedia,ga ada bebas ongkirnya,1,2026-04-07 13:45:22
Tokopedia,ribet,2,2026-04-07 12:15:04
Tokopedia,"tolong kasih tambahan jasa kirim, jangan cuma jnt lemot banget jnt itu, kalo bisa ganti aja",1,2026-04-07 11:25:26
Tokopedia,sangat berguna,5,2026-04-07 11:07:39
Tokopedia,jelek bebas ongkir aja ga ada,1,2026-04-07 10:59:14
Tokopedia,aolikasi yang sering di pake penipu makanya gak laku nih aplikasi,1,2026-04-07 10:51:20
Tokopedia,Jangan kasih promo kalau ga bisa dipakai,1,2026-04-07 10:26:12
Tokopedia,"harganya pertama aja murah, sekarang mahal",1,2026-04-07 10:19:58
Tokopedia,"aplikasi buang2 waktu, mau beli malah ga bisa2",1,2026-04-07 10:13:31
Tokopedia,sangat cepat dan mudah proses nya,5,2026-04-07 10:01:18
Tokopedia,"promo tidak berlaku. disuruh belanja tanpa promo, gila apa ini aplikasi",1,2026-04-07 09:53:10
Tokopedia,bagus untuk belanja kebutuhan,5,2026-04-07 09:47:08
Tokopedia,aplikasi harga nipu pindah ke yang lain aja,1,2026-04-07 09:41:50
Tokopedia,kalau ga kuat kasih promo jangan kasih promo ya dek ya,1,2026-04-07 09:32:54
Tokopedia,"pengalaman baik, ux bagus saya suka",5,2026-04-07 09:12:02
Tokopedia,aplikasi saya tidak bisa di buka knp ya erorr apa sedang ada masalah aplikasinya,5,2026-04-07 09:07:28
Tokopedia,jarang ada org live di Tokopedia jadi kalo mau nanya² harus ke admin tokonya 🥴 tapi aplikasinya okelah perbanyak fitur dll perbanyak metode pembayaran di setiap toko kasih banyak diskon lah 😸🤝 sekian dari saya makasih,4,2026-04-07 08:37:54
Tokopedia,saya kena scam hingga 5 jt tapi semua akses pelaporan di tokopedia tdk ada yang merespon kecewa sama sistem pengaduan dari tokopedia,1,2026-04-07 08:10:17
Tokopedia,saya putuskan uninstal tokopedia..karena 1.system nya lambat menangani ekspedisi J&T. 2.permasalah saldo refound di potong 22rbu bayangin blnja 400rb barang kosong saldo malah di potong,3,2026-04-07 07:37:51
Tokopedia,"setelah update,aering forceclose,,kalo buka biasa dan mo order aman,tapi setiap mo komplain dan chat selalu forceclose,sdh instal ulang berkali2,tetwp sj,ato mungkin emang dibuat begitu sama tokked????agar setiap komplain selalu forceclose trus....👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,2026-04-07 06:38:41
Tokopedia,Aplikasi yg bagus cepat tanggap dan pelayanannya sangat memuaskaan,5,2026-04-07 06:18:35
Tokopedia,aplikasi harus update lgi..bikin 😭😭😭😭,4,2026-04-07 05:29:22
Tokopedia,sering kali seller mengecewakan tolong diaudit lagi untuk seller dengan bintang rendah,1,2026-04-07 05:23:44
Tokopedia,"sy customer Tokopedia plus,customer aktif pula, sudah hampir 1 bulan ini kehilangan fitur free ongkir, sdh hub Tokopedia care sampe dapet no tiket komplain berkali-kali tetep tdk ada penyelesaian srh menunggu menunggu menunggu tidak ada kepastian ,tidak ada call center jg untuk aplikasi segede itu, bonus cashback jg tiba2 hilang , aaahhhh keceewaaaaaaaaaa bangeetttttt",1,2026-04-07 05:01:35
Tokopedia,Tokopedia aplikasi belanja online paling mantap,5,2026-04-07 03:21:10
Tokopedia,aplikasi jadi berat dan sering banget trouble,1,2026-04-07 03:10:41
Tokopedia,saldo tokopedia tidak bisa dipakai untuk belanja,1,2026-04-07 02:26:26
Tokopedia,tiga dulu y maklum pemula,3,2026-04-07 02:05:16
Tokopedia,bahaya jika ada saldo di tokopedia jika akun nya di suspen,1,2026-04-07 00:58:05
Tokopedia,mending ini daripada si oren,2,2026-04-06 23:51:06
Tokopedia,"update review 6 April 2026: ""makin kesini makin buruk kualitas seller, ekspedisi dan udah pelit bebas ongkir! selalu pop-up aktifkan Tokopedia Plus biar dapat gratis ongkir.. sorry to say, kali ini pindah ke e-commerce sebelah.""",2,2026-04-06 23:02:29
Tokopedia,"cs tokped buruk sekali pelayanannya, sistem tanya csnya buruk diantara aplikasi online lain, sistem aplikasinya pun jg buruk",1,2026-04-06 22:57:06
Tokopedia,tidak ada penanganan perlindungan konsumen,1,2026-04-06 21:06:11
Tokopedia,dapat promo harga murah tapi dipakai keterangannya promo tidak dapat dipakai harganya berubah mahal kalau ga mampu kasih promo jangan scam lah,1,2026-04-06 19:57:33
Tokopedia,"tolong di kroscek kembali dalam pembelian obat obatan yang menggunakan resep dokter... karena ini merugikan pihak konsumen... secara tidak langsung konsumen dipaksa untuk membeli di toko/apotik tsb, sementara konsumen tidak bisa melihat dulu ulasan ulasan pembelian ditoko/apotik tsb... kalau bisa pembeliannya dikembalikan dengan cara sebelumnya/cara lama yang mana konsumen berhak memilih ditoko/diapotik mana konsumen bisa membeli...",5,2026-04-06 19:56:49
Tokopedia,update terus...jadi berat..susah d buka. nunggu lama keburu bete...payah,1,2026-04-06 19:38:55
Tokopedia,saya ingin membatalkan transaksi tetapi tidak bisa sangat tidak jelas aplikasi buruk,1,2026-04-06 18:20:03
Tokopedia,Alhamdulillah selalu dapet pocer,5,2026-04-06 18:14:56
Tokopedia,sulit mengajukan komplain. jadi kesal saya,1,2026-04-06 16:48:46
Tokopedia,ko proses komplen error mulu pas belanja lancar. banyak toko bermasalah tapi gak bisa ditertibkan.,2,2026-04-06 15:12:49
Tokopedia,aplikasinya minta di updet tapi sqya downlod ga bisa tolong di perbaiki lagi,5,2026-04-06 14:54:04
Tokopedia,"jingan ini app,, dapet promo barang dari 27k , pas di co berubah jadi 87k,, kocag banget ,, auto cancel, auto apus app",1,2026-04-06 14:38:40
Tokopedia,parahh cuy jualan harga 830rb yang didapat cuma 680 busett pajaknya ga ngotak,1,2026-04-06 14:17:21
Tokopedia,sangat buruk. mending sioren,1,2026-04-06 13:32:53
Tokopedia,bayar Air PDAM aja harus nunggu 5 menit per transaksi ampun dah buang waktu,5,2026-04-06 13:32:30
Tokopedia,"gak jls bgt jir setiap mau chek out selalu ada notif ""pesanan tidak dapat dpt diproses"" gak cuma sekali udah 7x kyk gitu sehari ini di produk yg berbeda²",1,2026-04-06 13:13:08
Tokopedia,tolong dong untuk keamanan Tokopedia ditingkatkan lagi. saya sebelumnya tidak pernah menginstall Tokopedia. tetapi kenapa tiap hari selalu datang kode Verifikasi dari WhatsApp Tokopedia yang centang biru ke WhatsApp saya.,1,2026-04-06 12:39:46
Tokopedia,mau bayar asuransi Dr tgl 1 error ampe tgl 6,1,2026-04-06 12:05:18
Tokopedia,saya mau refund belum dikirim duit saya balik ke rekening,1,2026-04-06 12:01:19
Tokopedia,"Versi sebelumnya lemot dan coba update keversi terbaru 3.358.0 bukannya lancar malah force closed terus, aneh!",1,2026-04-06 11:56:40
Tokopedia,"belum pernah terjadi , yang mengewakan",5,2026-04-06 11:48:44
Tokopedia,baru beli aja udah ketipu sama harganya,1,2026-04-06 11:43:54
Tokopedia,Aplikasi Mudah,5,2026-04-06 11:42:40
Tokopedia,penipu,1,2026-04-06 10:17:13
Tokopedia,baik.,5,2026-04-06 09:57:57
Tokopedia,tengkyuu,5,2026-04-06 09:42:00
Tokopedia,pengiriman di luar estimasi tidak sesuai tanggal/telat . tidak bisa mengajukan komplain di aplikasi saya kasih bintang 1,1,2026-04-06 09:07:09
Tokopedia,"kesini sudah ada perbaikan, terima kasih",5,2026-04-06 08:45:28
Tokopedia,"akun sy masih dibekukan ,padahal sy sdh berulang ulang complain di tokopedia care",1,2026-04-06 08:05:22
Tokopedia,"ngelag bgt, kalo pake wifi buka gambar produk lama!!",1,2026-04-06 08:01:00
Tokopedia,bekerja bertingkah,5,2026-04-06 07:59:06
Tokopedia,berguna,5,2026-04-06 05:43:44
Tokopedia,akun suka otomatis keluar,3,2026-04-06 05:20:19
Tokopedia,"mahal mahal kali di tokopedia ni, di shopee harga barang 28rb, di sini 85rb, padahal barang nya sama, toko penjual nya juga sama,,wajar lah rame toko sebelah, aku sendiri jadi malas , auto hapus aplikasi nya langsung",1,2026-04-06 05:02:37
Tokopedia,"min cepat sediakan kembali fitur pembayaran bank virtual BSI, karena pada saya mau co tertera bank dalam pemeliharaan, saya co melalui aplikasi tiktok, cepat sediakan kembali fiturnya karena saya hanya memiliki rekening BSI",3,2026-04-06 03:09:30
Tokopedia,oke trimaksih,5,2026-04-06 01:47:58
Tokopedia,"SEKARANG GA JELAS TOKOPEDIA!!!! DAPAT VOUCHER PENGGUNA BARU, PAS MILIH BARANG HARGA DISKON, PAS CHECKOUT TULISANNYA HARGA BERUBAH, DI REFRESH HARGA NORMAL, BEGITU TERUS SAMPAI VOUCHER GA BISA DIPAKAI!!!!!! KALO GA NIAT KASIH VOUCHER GA USA NIPU BEGITU!!!!! TADINYA MAU BELANJA BELANJA DI TOKOPEDIA, GA JADI DAH KENA TIPU VOUCHER BEGITU!!!!! BARANG BARANG LEBIH MAHAL PULA DARI APLIKASI SEBELAH!!!!! DISKON/VOUCHER VOUCHER KALAH SAMA APLIKASI SEBELAH DAN GA PAKAI NIPU NIPU/VOUCHER BISA DIPAKAI!!!!!!!",1,2026-04-06 01:36:27
Tokopedia,plis sediakan fitur identifikasi gambar. kami butuh itu tokpedia cuma kurang ituuu dri 2020 make sumpah kurangnya cuma ituuuu helppp,5,2026-04-05 23:59:18
Tokopedia,"sekarang gk ad gratis ongkir, mau gratis ongkir harus upgred tokopedia pluss dn itu nya mahal bner beda sama apk olshop lain, udah mahal durasinya juga pendek,",1,2026-04-05 23:41:26
Tokopedia,"Sudah tidak mau belanja pake aplikasi ini, Toko yang bermasalah salah kirim Barang pesanan malah di cairkan dananya, padahal setiap belanja selalu rating 5 selama barang sesuai, enak di apk sebelah gak ada drama",1,2026-04-05 22:33:40
Tokopedia,temen2 hati2 penipuan meng-atas namakan kurir meminta tf atau link atau barcode. priksa jk link / barcode masuk ke pembayaran ke xxkopay atau wallet lain. jgn lanjutkan.,4,2026-04-05 22:16:12
Tokopedia,gak bisa buat cek out,1,2026-04-05 21:50:08
Tokopedia,"penanganan nya lama, proses komplain saya ga selesai selesai. udah nunggu 3x24jam tapi dana belum juga kembali. padahal keterangan di nyatakan paket hilang",1,2026-04-05 21:48:39
Tokopedia,dulu terkenal gara gara kobo kanaeru jadinya aku download lagi deh,5,2026-04-05 21:44:37
Tokopedia,updated aplikasi toko pedia karena bug force close,5,2026-04-05 21:35:40
Tokopedia,saya kasih bintang ⭐⭐⭐⭐⭐ semoga sesuai dengan yang di pesan,5,2026-04-05 20:51:45
Tokopedia,sayang sekali playlater saya ga bisa digunakan padahal saya pelanggan yg sudah lama bahkan punya limit 15 juta.gegara saya telat waktu perpindahan pengelola playlater.,5,2026-04-05 20:32:57
Tokopedia,"kenapa⭐️ 1? gua pesan obat yang box dan dikasih strips, anda kasih resep dan saya pun tak jadi beli, simple.ga ada lagi upload foto resep. bikin gampang? ga, dibikin susah aja orang beli obat. mu lihat aja malah langsung konsultasi dokter.",1,2026-04-05 20:11:37
Tokopedia,"gara2 tokped tolol, tiktok paylater gw jadi dibekuin",1,2026-04-05 19:49:04
Tokopedia,Bagaimana dengan kejelasan pengiriman barang saya? Bisa disatu tempat dalam 1 bulan dan komplain selalu ditolak toko ataupun admin tokopedia dengan dalih dimaksimalin proses pengiriman. Maksimal sampai setahun gak dikirim maksudnya. Pelayanan yang bobrok dan tidak mengutamakan kepuasan konsumen,1,2026-04-05 19:20:00
Tokopedia,Mempermudah dalam urusan belanja dan pembayarannya.,5,2026-04-05 18:45:55
Tokopedia,makin bingung soal harga,1,2026-04-05 18:19:06
Tokopedia,sip cepat tanpa ribet semoga toko pedia lebih maju jangan sampai ada penjual nakal ditampung sehingga mengecewakan pembeli,5,2026-04-05 17:52:06
Tokopedia,marketplace terpercaya,5,2026-04-05 17:43:34
Tokopedia,ini kenapa gabisa CO plzz deh,4,2026-04-05 17:38:50
Tokopedia,"belanja di sini kapok, paket 1 Minggu di ekspedisi gak dianter2, admin di chat yg jawab AI....wah kacau nih app 5olol",1,2026-04-05 17:18:54
Tokopedia,duh tokped... kasih lah tanda ke toko yang offline lama. masa tiap beli barang dapet seller offline? buang buang waktu tau gak? nunggu lama gk diproses akhirnya batal. co ulang dapet toko yang offline lagi. kejadian sampe 4x berturut turut loh!,2,2026-04-05 17:17:09
Tokopedia,"mau komplain masalah penhiriman pesanan, malah gak bisa chat CS nya, enakan jg oren",1,2026-04-05 17:11:20
Tokopedia,disi n i barang lengkap dan terjamin,5,2026-04-05 17:07:39
Tokopedia,"stelah gabung dg tiktok lebih ribet, dan ngga jelas.. pemotongan saldo terhadat seller terlalu besar.. tokopedia kacau, bobrok, bangkrut.. mending shopee",1,2026-04-05 17:05:15
Tokopedia,sejak kapan cod ada batasnya? perasaan dl aman2 saja,5,2026-04-05 16:50:24
Tokopedia,beli obat tidak bisa meskipun ada resep. malah diarahkan untuk konsuktasi dlu. habis update bukannya lebih baik tapi lebih buruk,1,2026-04-05 16:02:50
Tokopedia,tempat belanja yang paling ribet untuk retur. beda sama si oren sangat mudah dan gampang,1,2026-04-05 15:45:15
Tokopedia,lebih dimudahkan dalam segala keperluan dan pasti,5,2026-04-05 15:36:14
Tokopedia,org lain bisa masuk akun saya hampir saja di tipu,1,2026-04-05 14:40:41
Tokopedia,"mantap, banyakin promonya",5,2026-04-05 14:17:10
Tokopedia,"Saya mau mengisi data rekening bank, tapi kenapa kolom isian rekening nya tidak ada... Bisa bantu?",4,2026-04-05 14:11:53
Tokopedia,"Tokopedia makin kesini makin ribet aja. mau beli obat harus pake resep, mana pas udah dikasih resep yang muncul obat yang harganya mahal2 aja. jadi males belanja Tokopedia. udahlah otw uninstal.",1,2026-04-05 13:58:28
Tokopedia,harganya mahal mahal,1,2026-04-05 13:56:30
Tokopedia,marketplace paling ga jujur soal harga,1,2026-04-05 13:54:27
Tokopedia,aplikasi tokopedia kok sekarang berat banget ya. knp min?,3,2026-04-05 13:26:10
Tokopedia,layanan tokopedia sangat bagus,5,2026-04-05 12:58:40
Tokopedia,jossss,5,2026-04-05 11:42:37
Tokopedia,"pesanan suka di undur² tanpa alasan jelas dan itu terjadi berulang, tercantum estimasi hari ini tiba² mundur² sampe Minggu depan. males nungu mana dana g balik lagi",1,2026-04-05 10:55:02
Tokopedia,Terima kasih..,5,2026-04-05 10:43:42
Tokopedia,Aplikasinya makin jelek aja. internet kenceng setiap klik notif tidak ada internet selalu muncul. tadi nya bagus ni aplikasi. tapi skrg makin seperti sampah saja.,1,2026-04-05 10:40:22
Tokopedia,"niat beli malah ada perubahan promo, harga sama ongkirnya jadi mahal gila bener",1,2026-04-05 10:40:07
Tokopedia,"Sangat amat sangta kecewa dengan CS TOKOPEDIA..sekian lama saya memakai TOPED,baru kali ini saya kecewa..Saya memesan barang dengan Estimasi sampai tanggal 16 sampai 23 Maret 2026. Stelah melewati batas maksimal sampai,saya komplin ke CS tetapi CS TOKOPEDIA malah terus menambah waktu pengiriman, dr sampai tgl 25,lalu 28 dan sampai tgl 4 April 2026, tetapi ketika mengajukan komplin lagi,pihak CS malah lagi melakukan investigasi ke kurir..Sudah beberapa kali lambat,hrusnya dana dikembalikan.",1,2026-04-05 10:36:40
Tokopedia,jelek promonya hilang,1,2026-04-05 10:27:17
Tokopedia,"harganya mahal2, murahnya di pertama beli aja",1,2026-04-05 10:23:11
Tokopedia,mau beli diskonnya hilang harganya berubah mahal,1,2026-04-05 10:19:36
Tokopedia,semoga amanah,4,2026-04-05 10:18:57
Tokopedia,"kurang update toko,kebanyakan tidak ada jawaban mengenai pertanyaan dari pembeli,sepertinya penjual sdh tdk aktif,tetapi msh muncul di beranda.",1,2026-04-05 07:05:41
Tokopedia,Keseringan update,4,2026-04-05 06:02:08
Tokopedia,pelayanan praktis dan cepat. good job,5,2026-04-05 05:43:16
Tokopedia,setiap kita pesan selalu di suruh ambil sendiri di kantornya,1,2026-04-05 05:12:01
Tokopedia,"mengecewakan, ingin beli obat sekarang jadi tambah ribet dan juga udah nunggu² lama ga dikirim juga, padahal lagi butuh banget",1,2026-04-05 03:08:43
Tokopedia,gua pakai tokopedia sudah lama. sering belanja setiap bulan. kenapa pengajuan paylater selalu di tolak????? jadi semakin males gua pakai tokopedia !!!,1,2026-04-05 02:55:34
Tokopedia,"pengiriman lama, paket dioper oper bola balik gak sampe²",1,2026-04-05 02:30:43
Tokopedia,sangat puas berbelanja lebih hemat,5,2026-04-05 02:21:31
Tokopedia,ya ok baik,5,2026-04-05 01:44:42
Tokopedia,hemmmmmmmmmmm,1,2026-04-05 00:47:56
Tokopedia,"banyak bugnya, udah buat tiket laporan plusnya ga bisa klaim voucher seminggu ga selesai² padahal udah bayar 150 ribu🥲",1,2026-04-05 00:37:39
Tokopedia,"tolong perbaiki fiturnya, selalu sehabis input pin paylater pembayaran tidak bisa dilakukan dan customer service nya tidak membantu sama sekali",1,2026-04-04 23:51:50
Tokopedia,saya suka aplikasi tokopedia..maju terus,5,2026-04-04 23:06:23
Tokopedia,aplikasi yg sangat bagus,5,2026-04-04 22:59:29
Tokopedia,mantabb,5,2026-04-04 21:22:03
Tokopedia,bejana di Tokopedia sangat puas,5,2026-04-04 21:00:01
Tokopedia,"pencairan saldo toko pedia lama, JD GK bisa order nunggu pencairan",1,2026-04-04 19:29:59
Tokopedia,larena belum bisa mesen,4,2026-04-04 19:05:10
Tokopedia,sangat muda,5,2026-04-04 19:02:49
Tokopedia,"lama bett dikirimnya di toko ini, beda bett sma yang sebelah paling lama paling 3 h sampe rumah, sekarang aja lagi pesen barang di tokped ini belum dikirim-kirim dari 3 hari yang lalu, mana dah di bayar, gak bisa di batalin pula, jadi nyesel, awalnya penasaran aja nyoba, tapi malah kecewa, ga ga lagi dah pake ni aplikasi",1,2026-04-04 18:53:21
Tokopedia,"Aplikasi Kolot... mau nyambungin Gopay ribet bener no hp beda lah blm ditambahkan lah, ribet bener, ga on point!!",1,2026-04-04 18:09:42
Tokopedia,Pas bayar promo tidak berlaku trus hilang,1,2026-04-04 17:40:23
Tokopedia,sangat baek,5,2026-04-04 17:37:56
Tokopedia,tokopedia SOLUTIF mantabs,5,2026-04-04 17:37:02
Tokopedia,beli obat jadi ribet padahal sudah ada resep dokter tetap harus konsul terus apotek tidak bisa memilih sering ternyata stock diapotek kosong tanpa pemberitahuan 3 hari otomatis batal padahal obat itu penting,2,2026-04-04 17:33:20
Tokopedia,Keren,5,2026-04-04 17:25:48
Tokopedia,"cepat, bagus dan responsif",5,2026-04-04 17:17:40
Tokopedia,aplikasi buruk gausah jual sekalian tutup aja,1,2026-04-04 16:20:20
Tokopedia,man wastap mangan kecap mantap!!!,4,2026-04-04 16:17:07
Tokopedia,bagus apk nya,5,2026-04-04 15:36:10
Tokopedia,"solusi tidak membantu menyelesaikan masalah. terlalu lama, dan banyak toko dengan barang kosong tapi memproses pesanan.",1,2026-04-04 14:32:42
Tokopedia,kenapa sekarang resep obat tidak langsung otomatis dicantumkan jadi kalo keluar malah hilang resepnya dan harus Konsul lagi,1,2026-04-04 14:11:51
Tokopedia,transaksi mudah dan cepat tks,5,2026-04-04 14:07:55
Tokopedia,sangat membantu trimksh,5,2026-04-04 12:32:32
Tokopedia,bagis,5,2026-04-04 11:30:52
Tokopedia,"Lagi2. perlindungan konsumen belum bisa dilakukan, ongkos kirim menggunakan kurir toko di patok biaya 175.000 ternyata sama penjual pakai kurir JNT Cargo dengan biaya cuma 30.800, komplain sana-sini sia..sia..",1,2026-04-04 11:23:28
Tokopedia,banyak error yg sangat mengganggu,1,2026-04-04 11:07:37
Tokopedia,apk lawak pas mau check out ada kendala terus,1,2026-04-04 11:00:27
Tokopedia,"aplikasi gatcha ,belajar lahh kaya shope dekk",1,2026-04-04 10:31:08
Tokopedia,kenapa sekarang sudah tidak ada gratis ongkir,1,2026-04-04 10:19:17
Tokopedia,masih teman setia bayar tagihan secara digital,5,2026-04-04 10:15:29
Tokopedia,respon cepat dan komplain mudah,5,2026-04-04 09:26:47
Tokopedia,"gak tau kenapa.. sekarang Tokopedia semahal ini.. diskon brg ada tapi mutlak tidak bisa gratis ongkir mau seberapapun beli...kenapa ya dengan aplikasi olshop ini ya.. dulu meratukan banget pembeli.. sekarang cuma punya aplikasinya tapi udah gak jadi customernya lagi😭😭😭,please kenapa dengan aplikasi ini? apa mau mundur pelan²... udah kalah saingan? kangen Tokopedia era gratis ongkir ,ya diskon ugal²an barangnya juga.. kemana tokopediaku yang dulu?",1,2026-04-04 09:22:10
Tokopedia,"Kemarin ada barang seharga 1.500 dari yang seharusnya mungkin senilai 250 ribuan, coba iseng iseng saya cekout. Ternyata barang tidak dikirim, saya anggap wajar jika tidak dikirim, tapi kenapa harga itu mesti tampil dilapak. Bagi yang masih awam tentu itu sudah dianggap penipuan. Bahkan orang yang paham pun tidak bisa menganggap itu bukan penipuan.",1,2026-04-04 07:56:16
Tokopedia,woi aplikasi apa apaan ini masak buka feed cuma loading terus perbaiki dong jaringan gue udah bagus aplikasi Lo aja yang error,1,2026-04-04 07:23:21
Tokopedia,lancar,5,2026-04-04 02:48:27
Tokopedia,"Aplikasi Error , udah di instal bolak balik tp gk mau dipasang , sllu balik pulang kampung ke playstore",1,2026-04-04 01:47:21
Tokopedia,tokopedia care tanpa tanggapan karena paket belum sampai. akhirnya kena phising..,1,2026-04-03 23:26:08
Tokopedia,"berhati hati lah untuk bertransaksi di sini, barang yang saya pesan dari tgl 17_03_2026, sampai saat ini belum saya terima, padahal masih satu daerah yaitu Kalimantan, sudah minta bantuan Tokopedia, namun pihak Tokopedia menolak, ya sudah lah barang tidak mahal juga, selanjutnya terserah anda.selanjutnya lagi tidak akan lagi bertransaksi disini.",1,2026-04-03 23:23:45
Tokopedia,sangat membantu..terimakasih,5,2026-04-03 22:23:41
Tokopedia,sudah sebulan pesanan tidak sampai. PARAAAH.,1,2026-04-03 21:38:04
Tokopedia,Ngga bisa di buka. Padahal HP penyimpanan nya masih sangat cukup. Ram sama chipset juga oke. Aneh,1,2026-04-03 21:19:20
Tokopedia,gteat,5,2026-04-03 21:17:07
Tokopedia,The Best,5,2026-04-03 20:52:15
Tokopedia,semoga amanah Dan selalu memudahkan dalam transaksi,5,2026-04-03 20:39:44
Tokopedia,"Edit 3 April 2016 Niatnya mau bersihin Cache, malah logout sendiri. Pas log in 2 kali, sudah berhasil login tapi tiba2 out sendiri. Login ke 3 berhasil tapi tetep keluar lagi. Login 3 kali ini semua kode verifikasi sudah inout betul semua. Aplikasi hidup nyusahin pelanggan, mati tak mampu.",1,2026-04-03 20:30:53
Tokopedia,Terimakasih Tokopedia,5,2026-04-03 20:29:53
Tokopedia,tolong pengiriman nya lebih di waspadai,5,2026-04-03 20:14:43
Tokopedia,"untuk beli obat di peribet harus chat dokter yh ada di tokpet,padahal saya sudah punya resep sendiri terus apotiknya gak bisa milih mau yg di kota yg sama.makin ribet aja.sumpah tolong lah fiturnya di perbarui",1,2026-04-03 20:13:45
Tokopedia,ada saja,5,2026-04-03 19:40:23
Tokopedia,tempat belanja online terbaik,5,2026-04-03 19:34:00
Tokopedia,"percuma kasih bonus klo bisa kadarluarsa. waktu belanja juga ga bisa dipake semua poin bonus nya, cuma bisa dipake sedikit doank. uda payah lah, ga seperti dulu lagi.",1,2026-04-03 19:14:15
Tokopedia,"pesanan 3 hari ga diproses, giliran cod cepet. Masalahnya banyak toko tidak menggunakan cod, dan lama datangnya",1,2026-04-03 19:10:30
Tokopedia,"harga sangat terjangkau lebihurah dari aplikasi online lain , mantap dehhh...😄😀👍👍👍👍👍😍🙋",5,2026-04-03 18:39:25
Tokopedia,App ini lengkap bisa di pake belanja juga jualan. semua ada di sni buruan download nggak bakal nyesel deh,5,2026-04-03 18:23:17
Tokopedia,apa maksud kalian non aktif kan akun saya tanpa sebab setelah kalian menyalah gunakan akun saya untuk menipu dan kalian menguras saldo di akun dana saya.. toko pedia ternyata admin nya banyak penipu.. asal. kalian tau uang yang kalian ambil dari akun dana saya itu adalah uang anak yatim yang di titip kan ke saya untuk di salurkan ke pada yang membutuhkan..,1,2026-04-03 18:12:58
Tokopedia,lumayan mudah,5,2026-04-03 18:10:32
Tokopedia,Mantap deh pookonya,5,2026-04-03 17:53:43
Tokopedia,mudah & cepat,5,2026-04-03 17:53:41
